title,company,url,posted,description,ats_score,ats_reasoning
Computer Vision and Artificial Intelligence Engineer,MBDA Careers,https://www.mbdacareers.co.uk/job/computer-vision-and-artificial-intelligence-engineer/bristol/R24882?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"As a Computer Vision and Artificial Intelligence Engineer within the Image Processing UK department, you will play a critical role in the development of MBDA products and technologies. You will be an important member of a department that produces world-beating algorithms. Salary: Up to £62,000 depending on experience Dynamic (hybrid) working: 4-5 days per week on-site due to workload classification Security Clearance: British Citizen or a Dual UK national with British citizenship Restrictions and/or limitations relating to nationality and/or rights to work may apply. As a minimum and after offer stage, all successful candidates will need to undergo HMG Basic Personnel Security Standard checks (BPSS), which are managed by the MBDA Personnel Security Team. What we can offer you: - Company bonus: Up to £2,500 (based on company performance and will vary year to year) - Pension: maximum total (employer and employee) contribution of up to 14% - Overtime: opportunity for paid overtime - Flexi Leave: Up to 15 additional days - Flexible working: We welcome applicants who are looking for flexible working arrangements - Enhanced parental leave: offers up to 26 weeks for maternity, adoption and shared parental leave -enhancements are available for paternity leave, neonatal leave and fertility testing and treatments - Facilities: Fantastic site facilities including subsidised meals, free car parking and much more... The opportunity: As a Computer Vision and Artificial Intelligence Engineer, you will be an essential team member at an exciting time of growth and opportunity. The algorithms that you will research, develop and evaluate will form part of the next generation of complex weapon systems. You will be an important member of a department that produces world-beating algorithms that use imaging sensors to provide situational awareness, and guide weapons to their target with maximum precision. We have a detailed understanding of the interaction between missile subsystems and have a direct influence on meaningful design decisions. We are a firm supporter of equal opportunity for all, and are proud to be a diverse engineering team. Image Processing UK is an innovative, cohesive department where the contributions of each individual have real value. As part of our team you will benefit from an excellent working culture built on individual empowerment and mutual support. What we're looking for from you: - Preferably PhD qualified in a related area, either holding or completing the PhD, or relevant Post-Doctoral or Industry experience would be highly beneficial - A degree with strong mathematical content e.g. Mathematics, Engineering (e.g. Aeronautical, Mechanical, etc), Physics, Computer Science, or similar - A keen curiosity about cutting-edge technologies and their applications Specific knowledge in any of the following areas is of benefit: - Image Processing Algorithms: Segmentation, Filter Design, Noise Removal, Compression, Super Resolution - Computer Vision Algorithms: Tracking, Optical Flow, Particle Filtering, Pose Estimation - Deep Learning techniques: Detection, Classification, Tracking, Siamese Networks - Inverse Problems / Computational Imaging: Sparse Coding, Compressive Sensing - Machine Learning: Support Vector Machines, Neural Networks - Domain Specific Signal Processing: Multi/Hyper-Spectral, RF, IR, SAR, STAP The primary development environments used within the department are Matlab/Simulink and Python (including PyTorch Deep Learning libraries). What's in it for you? - Every day you will work in a friendly and motivated team - You will play a key role in the development of our complex weapon systems, and gain in-depth knowledge of their design and functionality - You will collaborate with other engineers from a broad range of subject areas - You will be working on cutting-edge technological innovations - You will have the opportunity to work within an international field that has strong links to MBDA sites in France and Germany that will provide the opportunity for European travel - You will have the opportunity to attend workshops and conferences both nationally and internationally - We invest in your success and have development, leadership and mentorship programmes available Our company: Peace is not a given, Freedom is not a given, Sovereignty is not a given MBDA is a leading defence organisation. We are proud of the role we play in supporting the Armed Forces who protect our nations. We partner with governments to work together towards a common goal, defending our freedom. We are proud of our employee-led networks, examples include: Gender Equality, Pride, Menopause Matters, Parents and Carers, Armed Forces, Ethnic Diversity, Neurodiversity and more... We recognise that everyone is unique, and we encourage you to speak to us should you require any advice, support or adjustments throughout our recruitment process. Follow us on LinkedIn (MBDA), X (@MBDA_UK), Instagram (MBDA_UK) and Glassdoor or visit our MBDA Careers website for more information. #LI-CT1",95,"The CV matches the job description well as the candidate has extensive experience in data science, machine learning, AI, and developing algorithms. They have relevant skills such as Python, machine learning techniques, and experience in research projects related to healthcare and pharmaceuticals."
Data Analyst,Nuclear Restoration Services,https://uk.linkedin.com/jobs/view/data-analyst-at-nuclear-restoration-services-4225565409?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Nuclear Restoration Services Limited (NRS) is a wholly owned subsidiary of the Nuclear Decommissioning Authority (NDA). NRS is responsible for decommissioning first generation nuclear power stations Berkeley, Bradwell, Chapelcross, Dungeness A, Hinkley Point A, Hunterston A, Oldbury, Sizewell A, Trawsfynydd and Wylfa, and research sites Harwell and Winfrith. NRS is also responsible for electricity generation at hydroelectric plant Maentwrog. As a division of NRS, NRS Dounreay is responsible for the clean-up and demolition of the former centre of fast reactor research and development. NRS is an exciting place to be, and this role is the perfect opportunity for you to be part of our challenging mission - to safely and successfully manage the UK's civil nuclear legacy on behalf of the nation. To deliver our commitment, we need people like you who want to perform at an industry leading standard and be part of a team that continues to develop, innovate and even exceed our greatest achievements. At NRS, we understand, and acknowledge the value of an inclusive working environment, and celebrate the diversity this brings to our workplace. Without this approach, we wouldn't be in the position that we are now, being able to safeguard and secure the future of our organisation. About The Role Hear from the Hiring Manager ""We are seeking a detail-oriented Data Analyst to join our team and help us make data-driven decisions. This role is essential for analysing data, generating insights, and supporting our business intelligence efforts."" Please note this is a hybrid role, with the expectation of working at our office in Bradley Stoke (BS32 4QQ) or another NRS site a minimum of two days per week. Key Deliverables - Analyse large datasets to identify trends, patterns, and insights. - Develop and maintain reports and dashboards using Power BI. - Collaborate with stakeholders to understand their data needs and deliver actionable insights. - Perform data validation and quality checks to ensure accuracy. - Create and present data visualisations to communicate findings effectively. - Support data-driven decision-making across the organisation. - Stay updated with the latest data analysis tools and techniques. - Document data analysis processes and methodologies for future reference. - Provide training and support to end-users on data analysis tools. - Conduct ad-hoc data analysis as needed. Qualifications & Experience - Bachelor's degree in Statistics, Mathematics, Computer Science, or a related field, or equivalent experience (essential). - Proficiency in data analysis tools (e.g., Excel, SQL, Power BI) (essential). - Strong analytical and problem-solving skills (essential). - Experience with data visualization tools (e.g., Power BI, Tableau) (desirable). - Excellent communication and collaboration skills (essential). - Ability to work independently and manage multiple tasks (essential). #INDOR",95,"The CV showcases relevant experience in data analysis, machine learning, and AI, with a strong academic background in Data Science. The applicant's skills in programming languages, data analysis tools, and experience in research demonstrate a strong match for the role of Data Analyst at NRS."
Junior Data Analyst,FGH (Freemans Grattan Holdings),https://uk.linkedin.com/jobs/view/junior-data-analyst-at-fgh-freemans-grattan-holdings-4225766418?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Role Purpose Supporting the Innovations and Analytics Manager in delivering reporting capabilities and process efficiencies using data for the B&M teams, and people across the other business functions. - Support in developing and delivering standard and routine Buying and Merchandising MI reports in line with the reporting calendar and in response to ad-hoc reporting requests. - Deliver ad-hoc reporting requirements in a timely fashion. - Participate in requirement gathering workshops. - Collection, and management large datasets using various tools: Excel, Excel VBA, Power BI, SQL. - Analysis of data to ensure it is fit for purpose and feedback to customers on any issues or changes required. - Liaise with a wide range of staff at all levels within the Division and externally. - Undertake other duties as may be determined and agreed by the Innovations and Analytics Manager - To be committed to good outcomes for customers at all times - Ensure compliance with all applicable UK and local regulations, Company Policies and FCA Conduct Rules - Demonstrate behaviours in line with our Company values - To take reasonable care for the health and safety of yourself and other persons who may be affected by acts and omissions at work Essential - Advanced user of Excel - Numerate and comfortable working with data from multiple sources - Effective communication skills and the ability to prioritise tasks in a fast-paced environment - Maths and English grade C or above, or equivalent - A willingness to learn and develop yourself within your role - Problem Solver: Proactive, creative, innovative and collaborative - High attention to detail - Strong Communicator - Excellent organisation skills - Able to commute to Bradford city centre Desirable - Relevant qualification demonstrating maths/statistical analysis/computer science",95,"The candidate has a strong background in data science, machine learning, and AI, with experience in developing predictive models, working with large datasets, and utilizing various programming languages and tools. They have diverse research experience in healthcare and pharmaceuticals, aligning with the job requirements for supporting the Innovations and Analytics Manager in delivering reporting capabilities."
Technical Data Analyst Job Opportunity in the UK – Join in Edinburgh!,Clearwater Analytics,https://www.stunited.org/job/technical-data-analyst-job-opportunity-in-the-uk-join-in-edinburgh/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Technical Data Analyst Job Opportunity in the UK - Join in Edinburgh! Are you passionate about working with data and transforming it into actionable insights? We are actively seeking a skilled Technical Data Analyst Job Opportunity in the United Kingdom to join our dynamic and growing team located in Edinburgh, at 40 Torphichen Street. If you possess a strong aptitude for organizing intricate data sets and leveraging them to drive impactful business decisions, this role presents an exciting opportunity for you! Role Overview: As a Technical Data Analyst, your primary responsibilities will encompass the meticulous maintenance of critical investment data, the thorough analysis of raw data, the development of efficient and robust data systems and pipelines, and the clear presentation of key findings through advanced data visualization techniques. You will collaborate closely with both clients and internal project teams to ensure that the data effectively aligns with evolving business needs and to continuously enhance its overall quality and reliability. Key Responsibilities: - Conduct in-depth analysis and organize raw data, effectively transforming it into valuable and readily understandable insights. - Design and build robust and efficient data systems and pipelines to streamline data flow and accessibility. - Perform complex data analysis tasks and deliver insightful and comprehensive reports to stakeholders. - Present key findings and trends using cutting-edge data visualization tools such as Tableau and Power BI. - Combine and seamlessly integrate data from multiple disparate sources to generate comprehensive and actionable insights. - Continuously strive to improve data quality and enhance its reliability through the implementation of innovative methodologies. - Develop analytical tools and dashboards to empower data-driven decision-making across the organization. - Collaborate effectively with system architects and product development teams to ensure data excellence and optimal integration. Required Skills & Qualifications: - Possess a Bachelor's degree in Data Analytics, Statistics, Computer Science, or a closely related field of study. - Have a minimum of 4 years of demonstrable experience in data analytics, reporting, and data visualization. - Demonstrate proficiency in SQL and possess practical experience working with NoSQL databases. - Have hands-on experience with VBA, Tableau, Power BI, and other industry-standard data visualization tools. - Possess a solid understanding of cloud platforms and big data technologies (e.g., AWS, GCP, Azure). - Exhibit a strong understanding of data governance principles and best practices in data management. - Possess excellent problem-solving skills and a keen attention to detail to ensure data accuracy and integrity. - Demonstrate strong verbal and written communication skills to effectively convey technical information to both technical and non- - Have the ability to work effectively with large and complex datasets and perform data mining tasks. Perks: - Enjoy a competitive salary package with significant opportunities for professional growth and career advancement. - Thrive in a supportive and collaborative work environment where teamwork and innovation are highly valued. - Gain the flexibility to work with cutting-edge technologies and a diverse range of data analytics tools. - Have the opportunity to collaborate with a skilled and passionate team that fosters innovation and continuous learning. - Benefit from a role that offers continuous learning and development opportunities to enhance your skills and knowledge. If you are ready to embrace this exciting challenge and play a key role in shaping the future of data analytics within our organization, we would be delighted to hear from you! Apply now to join our innovative team and make a real and lasting impact. Let's collaborate to transform data into meaningful insights together!",90,"The CV showcases strong technical skills in data analytics, machine learning, and AI, with relevant research and project experience. The candidate's PhD in Data Science aligns well with the job requirements for a Technical Data Analyst role."
Software Engineer (Matching),Checkatrade,https://uk.linkedin.com/jobs/view/software-engineer-matching-at-checkatrade-4222695802?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"We're looking for a Full Stack Engineer to join our Matching team at Checkatrade, driving the development of our core search and trade-matching systems. You'll play a crucial role in enhancing how consumers find the right tradesperson on our website and mobile apps, while also improving the experience for tradespeople accepting and managing jobs. If you're passionate about building intelligent, high-performance systems that make real world connections seamless, we'd love to hear from you. Location: London, Kings Cross or Portsmouth. Hybrid working applies. Where do you fit in? As a Full Stack Engineer, you'll work on improving our search and job matching experience, ensuring consumers are always connected with the best and most relevant tradespeople. You'll contribute to our ranking algorithms, optimise search to contact conversion, and refine job acceptance processes to drive higher engagement. Our team is highly cross functional, often contributing to multiple codebases across Checkatrade. You'll work directly with Product, Engineering, and Data teams, using pull requests to communicate and drive the changes that enhance our search and matching systems. In 2025 we've got some exciting AI driven projects in roadmap too including building conversational and image-based search experiences. If you love solving complex technical challenges, working collaboratively, and making a real impact on user experience, this role is for you! We are an equal opportunities employer that is committed to diversity and inclusion in the workplace. What's in it for you? - A chance to work on a high-impact search and matching platform in a fast-growing tech business. - A high performing engineering culture, with talented peers and strong cross functional collaboration. - Opportunity to work on a cutting-edge tech stack including TypeScript, React, Next.js, PostgreSQL, and machine learning driven ranking models. - A chance to work in a team who's already using AI to deliver business value, with aspirations to deliver even more in 2025. - A competitive",95,"The candidate has a PhD in Data Science, extensive experience in machine learning, predictive analytics, and building intuitive dashboards. They have skills in Python, R, cloud services, and have worked on various research projects related to data science and AI."
Software Engineer,Riverford Organic Farmers,https://uk.linkedin.com/jobs/view/software-engineer-at-riverford-organic-farmers-4225347554?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"As Software Engineer, you'll help shape Riverford's digital future... At Riverford, we're building something different. Our customers care about where their food comes from, how it's grown, and who's behind it and we care just as much. As a Software Engineer, you'll help shape the experience that connects people to our food, supporting local, sustainable farming along the way. We're looking for someone who enjoys building useful, thoughtful products, not just writing clean code. Our engineers care about the people behind the problems. You'll work in a collaborative, cross-functional digital product team alongside designers, content specialists and product managers, helping improve how customers browse, shop and manage their deliveries. You'll help build and evolve our ecommerce website and mobile app, using tools like Node.js, TypeScript, React, GraphQL, React Native and Expo. You don't need to tick every box, but you should be comfortable working in modern development environments and willing to learn as you go. This role is about more than features and fixes. You'll contribute to ideas, shape solutions, and make sure every release makes things clearer, simpler and more useful for the people who rely on us. We deliver incrementally, release regularly and gather fast feedback, helping us improve quickly and avoid over-engineering. Our focus is on building systems that are easy to understand, easy to change, and built to last You'll thrive in this role if you... - Love solving product problems collaboratively with product and UX. - You solve engineering problems thoughtfully and write pragmatic, maintainable code. - Think pragmatically about trade-offs between speed, technical quality, and user outcomes. - Understand and apply good engineering practices (testing, observability, maintainability). - Take ownership of your work, share knowledge, and help raise standards across the team. - Enjoy balancing incremental improvements with bigger-picture product and architectural thinking Salary: Up to £60,000 per annum, depending on experience This is a permanent contract, working 40 hours a week, Monday to Friday. We support flexible and hybrid working, but we believe the best teams are built through time spent together. That's why we encourage regular time at our Farm HQ in Wash Farm, Buckfastleigh, Devon, TQ11 0JU.",90,"The CV showcases a strong background in data science, machine learning, AI, and software engineering, with hands-on experience in predictive analytics and building robust AI systems. The candidate has experience in developing intuitive dashboards and has worked with various tools and technologies relevant to the job description such as Python, SQL, AWS, React, and more."
Lead Ruby Software Engineer,Rapid7,https://careers.rapid7.com/jobs/lead-ruby-software-engineer-united-kingdom-f98e7e89-62fe-4c53-b033-f229ba6347f8?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Rapid7's Metasploit team is building the future of the world's best-known software exploitation framework, working with the open-source community to help organizations around the world test their defenses and expose cybersecurity risk. We're looking for a lead engineer to help us maintain and improve Metasploit Pro in support of our global user community. About the Team Metasploit is the world's most popular open-source hacker toolkit. At Rapid7, a distributed team of security researchers and software engineers works with the open-source community to incorporate fresh features, enhancements, and fixes into Metasploit. The Metasploit commercial engineering team also ensures the stability and optimization of our product pipeline, from automated testing and dependency management all the way through new customer-facing enhancements. Metasploit and its related projects are built with Ruby and Ruby on Rails, but Metasploit also incorporates many other languages. You can fit so many exploits in this thing. About the Role As a lead engineer, you'll mentor and grow more junior developers in addition to writing (or removing!) code yourself. You'll help the team work toward sprint goals on a day-to-day basis and bring strong engineering principles to bear on projects from architecture through implementation. In this role, you will: - Work asynchronously with researchers, engineers, and community members worldwide. - Develop new features and enhancements, build integrations, and deliver intuitive capabilities that delight and inspire Metasploit users. - Assess, improve, and document community-contributed code to extend Metasploit functionality in a usable, maintainable way. - Partner with our product manager and principal engineer to prioritize work, plan sprints, and ensure commitments are met. - Suggest features and enhancements for Metasploit's long-term roadmap based on your understanding of user and developer needs. - Implement and improve automated testing across a wide range of scenarios. The skills you'll bring include: - A minimum of 8 years experience in software development - Ability to learn and evaluate new technologies quickly, digging into code to find answers. You're comfortable with experimentation and uncertainty; not everything is spelled out, but everything is discoverable! - Interest in or experience with offensive security technologies and use cases. - Readiness to mentor and develop junior engineers, leading with empathy and strong user focus. - Ruby and Ruby on Rails. Ruby doesn't necessarily need to be your primary language, but it helps to be able to understand and extend the techniques that Metasploit embodies. - Conversant in Git-based project development. You can review, merge, and rebase expertly, and can coach others on Git as needed. - Understanding of APIs, modern languages (e.g., Python, Ruby, Go), interprocess communication, and modern networking and deployment tooling (e.g., Kubernetes, AWS, Vagrant, Docker) We know that the best ideas and solutions come from multi-dimensional teams. That's because these teams reflect a variety of backgrounds and professional experiences. If you are excited about this role and feel your experience can make an impact, please don't be shy - apply today. About Rapid7 Rapid7 is creating a more secure digital future for all by helping organizations strengthen their security programs in the face of accelerating digital transformation. Our portfolio of best-in-class solutions empowers security professionals to manage risk and eliminate threats across the entire threat landscape from apps to the cloud to traditional infrastructure to the dark web. We foster open source communities and cutting-edge research-using these insights to optimize our products and arm the global security community with the latest in attackers methods. Trusted by more than 10,000 customers worldwide, our industry-leading solutions and services help businesses stay ahead of attackers, ahead of the competition, and future-ready for what's next. #LI-CG1 #LI-Remote",95,"The CV highlights extensive experience in data science, machine learning, and software engineering, along with a strong background in research and publications. The candidate also possesses skills in programming languages, cloud technologies, and AI frameworks, which align with the technical requirements of the job description."
Software Engineer,hackajob,https://uk.linkedin.com/jobs/view/software-engineer-at-hackajob-4223616173?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"hackajob is collaborating with Sage to connect them with exceptional tech professionals for this role. We are currently seeking a Software Developer (.NET) to take responsibility for building, enhancing, and maintaining AWS-based products that align with Sage's business plans and long-term objectives, following the defined architecture. Requirements - Solid experience in software development with a focus on .NET C#. - Background in developing and integrating APIs and backend services. - Experience with relational (SQL Server, MySQL) or NoSQL (DynamoDB, MongoDB) databases is beneficial. - Familiarity with AWS services, including EC2, S3, RDS, Lambda, API Gateway, DocumentDB, and CI/CD.",70,"The candidate's experience in Python, R, machine learning, and AI aligns well with the job requirements, but lacks specific experience in .NET C# and AWS services mentioned in the job description."
Software Engineer,MBDA Careers,https://www.mbdacareers.co.uk/job/senior-software-engineer/bolton/R26609?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Are you a skilled Software Engineer with experience in C++ and C#, looking for a role where your work directly contributes to mission-critical defence systems? This is your opportunity to be part of a highly skilled and growing team, delivering innovative software solutions that drive the success of complex defence projects! Salary: up to circa £64,000 depending on experience Dynamic (hybrid) working: 5 days per week on-site, due to workload classification Security Clearance: British Citizen or a Dual UK national with British citizenship Restrictions and/or limitations relating to nationality and/or rights to work may apply. As a minimum and after offer stage, all successful candidates will need to undergo HMG Basic Personnel Security Standard checks (BPSS), which are managed by the MBDA Personnel Security Team. What we can offer you: - Company bonus: Up to £2,500 (based on company performance and will vary year to year) - Pension: maximum total (employer and employee) contribution of up to 14% - Overtime: opportunity for paid overtime - Flexi Leave: Up to 15 additional days - Flexible working: We welcome applicants who are looking for flexible working arrangements - Enhanced parental leave: offers up to 26 weeks for maternity, adoption and shared parental leave -enhancements are available for paternity leave, neonatal leave and fertility testing and treatments - Facilities: Fantastic site facilities including subsidised meals, free car parking and much more... The opportunity: You will be part of a growing team producing software which is critical to the success of our products! As part of a team of 5-7, you will be working with C++ and C# to respond to new customer requirements and improve the functionality of the products. An exciting element of this role is understanding the functionality of the many sub systems of a delivery, rather than focusing on one element. This role includes involvement in all aspects of the development, integration, delivery into service and service support aspects. What we're looking for from you: - It is essential you have a strong background in software engineering, its realisation and system wide impact. - Proficient in C++ and C# - Experience of Agile methodologies (Scrum) - Knowledge of the full software development lifecycle - Exposure to Windows OS lockdown and Automated Testing would be useful Our company: Peace is not a given, Freedom is not a given, Sovereignty is not a given MBDA is a leading defence organisation. We are proud of the role we play in supporting the Armed Forces who protect our nations. We partner with governments to work together towards a common goal, defending our freedom. We are proud of our employee-led networks, examples include: Gender Equality, Pride, Menopause Matters, Parents and Carers, Armed Forces, Ethnic Diversity, Neurodiversity, Disability and more... We recognise that everyone is unique, and we encourage you to speak to us should you require any advice, support or adjustments throughout our recruitment process. Follow us on LinkedIn (MBDA), X (@MBDA_UK), Instagram (MBDA_UK) and Glassdoor or visit our MBDA Careers website for more information. #LI-RS1",90,"The applicant's skills in programming languages (C++), software engineering principles (SOLID), and experience in developing AI systems align well with the job requirements for a software engineer in a defence organization."
Software Engineer - Defence,Anson McCade,https://uk.linkedin.com/jobs/view/software-engineer-defence-at-anson-mccade-4223043660?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,Excellent opportunity to join a leading U.K. Defence organisation in Bristol working on the next generation of Air Defence Systems. My client has a stellar reputation not only for cutting edge tech in the sector but as 1st class environment to work culturally as well as skill up and progress your career. On Offer - Salary - up to £65k - D.O.E. - Company bonus - £2500 in year 1 - Flexi-time - Excellent work life balance - Optional over time - Enhanced annual leave - up to 15 additional days - 1st class skill up and career progression opportunities - Plus more What do I need? - Strong skills with C++ - Experience working with software architecture models - Excellent collaborator with quality communication skills capable of working cross departmentally - Experience working across the entire development process is highly desirable - Skills with other languages such as C or Ada is highly desirable but not essential - This role will require candidates to be SC eligible - Checks will be completed by client - This role will be primarily based on site in Bristol with Hybrid options when applicable O.K. I'm in what's next? Apply with your latest CV below,95,"The CV showcases extensive experience in data science, machine learning, AI, and software development, which align well with the job description's requirements for skills in C++, software architecture models, and working across departments."
Backend Junior Software Engineer - Remote 4 days a week (Europe),Gr4vy,https://wellfound.com/jobs/3288394-backend-junior-software-engineer-remote-4-days-a-week-europe?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"About Us Gr4vy (pronounced Gravy), is a ""no-code"" cloud payments orchestration platform. Gr4vy's mission is to become the platform-of-choice by which all retailers deploy payment infrastructure around the world. Founded by former PayPal fintech leaders, Gr4vy is set to disrupt the $4 Trillion global retail payment space by removing the complexity of merchants running their own payment infrastructure. Having both raised a total of $27.2M in funding and nearly doubling our valuation in less than a year, it's an exciting time to join the engineering team of this innovative B2B startup. You'll have the opportunity to build with the best in the industry while driving Gr4vy's product marketing strategy from the ground up. About the role Software Engineers at Gr4vy collaborate across product, engineering, design, and other stakeholders. We work in short two week sprints & regularly share, reflect on and iterate on our work. Our platform uses Python and the FastAPI framework along with React and Typescript for most of our frontend. We use unit, integration and acceptance tests to drive design and keep everything working. Key responsibilities - You actively contribute to the team's projects and follow best coding practices. - You are open to learning new design patterns for backend tasks. - You have influence over the tasks within your immediate team. - You work with the product manager to ensure understanding of tasks. - You work with support from senior engineers to better understand problems and solutions. - You review PRs from peers to better understand how others are implementing solutions. Requirements We're looking for developers with practical experience and knowledge with coding, testing, and debugging in Python. Why you'll love working at Gr4vy You'll be joining at a truly momentous time in our company's life cycle. We want your imprint on how the world experiences Gr4vy as the leader in the fast-growing cloud payments space. Come and bring your skills to a growing team of 11. You'll influence, challenge and help build our inclusive culture and passion for equity. A global identity is in Gr4vy's DNA, with employees currently spanning Europe and the San Francisco Bay Area. Our Fine Print We choose laughter first. Sometimes our standups veer into debates about food, family (furballs included), and unlimited lifehack fails. We're committed to learning, to advocating, and to doing better for our customers and ourselves, every day. Diversity statement We value all the great",90,"The candidate has a PhD in Data Science, extensive experience in machine learning and AI, and has worked on projects related to healthcare and predictive analytics, which align well with the job description's emphasis on coding, testing, and debugging in Python for a cloud payments platform."
Senior Software Engineer - Remote (UK) - Laravel,Randstad Digital,https://www.remoteworker.co.uk/jobs/388693862-senior-software-engineer-remote-uk-laravel-at-randstad-digital?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"I'm currently partnered with a business that are hiring for a Senior Product Developer - someone that's got experience with PHP, Laravel and Vue. This is a Full Stack Role with a backend lean. This position is for an experienced hire someone with significant experience in developing and architecting scalable solutions, optimising performance and delivering high-quality software that can handle their growing user base and data demands. You will need a strong background in PHP, Laravel (7+ years) and experience with Vue. You'll also need extensive experience in AWS cloud services. You'll be joining a technology company that focuses on customer acquisition in the insurance industry. They build scalable products that improve the shopping journey for consumers and drive growth. Tech Stack - PHP, Laravel, Vue.JS, AWS, MySQL, full stack more back end lean. This is a remote role working from within the UK - You must be based in the UK and you must have full right to work in the UK to be considered for this position. Salary is - £100,000 - £130,000 + 10% Bonus (Location & Experience Dependant)",95,"The candidate has extensive experience in data science, machine learning, and AI, with skills in programming languages, cloud services, and development tools. They have research experience in relevant areas and have worked on projects involving AI, LLMs, and MLOps."
Software Engineer  (Integrations & Delivery),Enso Recruitment,https://uk.linkedin.com/jobs/view/software-engineer-integrations-delivery-at-enso-recruitment-4223009018?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Enso Recruitment are delighted to be once again partnered with one of Northern Ireland's most successful artificial intelligence-based businesses who are currently going through a period of rapid growth, to recruit for the role of Software Engineer. As Software Engineer, you will be an integral part of both the customer and delivery teams, working collaboratively in an agile environment to enhance customer deployments, product utilisation & optimisation. This is a customer facing position and having a mix of technical abilities and strong communication skills is essential for success. The Role - Design & manage cloud infrastructure in AWS - Develop & maintain automated development scripts - Resolve and troubleshoot deployment issues - Design & manage CI/CD pipelines utilising Jenkins and GitLab - Build scalable containerised applications which are secure & scalable - Work closely with other teams such as development, testing, infrastructure & support The Skills - Over 1 - 2 years' experience in a developer role involving some DevOps responsibilities - Exposure to one of the main cloud technologies (AWS, Azure, GCP) - Strong working knowledge of Linux - Experience of building and implementing CI/CD pipelines - Experience developing custom scripts in Python, Bash, PowerShell, Golang or similar language - Experience in creating and automating virtual machines in public and private clouds - An understanding of high availability, business continuity and disaster recovery solutions in the cloud The Package - Competitive Base Salary - Company share scheme - 34 Holidays - Company Pension Scheme - 5% matched. - Private Medical Insurance - Flexible & Remote Working - Free Car Parking To find out more about this opportunity, please reach out to a member of Enso Recruitment for a confidential chat.",95,"The candidate's extensive experience and skills in predictive analytics, machine learning, cloud-native solutions, and software engineering align well with the job requirements for a Software Engineer role. Additionally, the candidate's research experience and projects showcase strong technical abilities."
Android Software Engineer,BAE Systems Digital Intelligence,https://uk.linkedin.com/jobs/view/android-software-engineer-at-bae-systems-digital-intelligence-4223000195?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Location - Bristol Filton Office Expected number of days on site: Three. We offer a range of hybrid and flexible working arrangements - please speak to your recruiter about the options for this particular role. Clearance required: Candidates must be willing to obtain a UKNSV security clearance with SC being essential, and DV clearance desirable. What You'll Be Doing This role will involve taking ownership of small software applications and stakeholder relationships. Due to the sensitivity of the work, limited context can be provided. However this role will offer variety of engaging activities, including; software development across multiple Android applications, requirements elicitation, design tasks, engagement with user representatives for target systems, and collaboration with system integrators across multiple platforms. This role would be ideal for a mid-level Android Engineer with strong interpersonal skills. Skills & Experience - MUST: Experience working directly with customers and end users - MUST: Experience working across multiple teams, companies or external partners - MUST: Professional experience writing applications in Java or Kotlin - MUST: Good understanding of Modern Object Orientated Programming Concepts - MUST: Willing to work primarily out of Bristol Filton office - MUST: Able to obtain Security Clearance (SC) - SHOULD: Experience eliciting user requirements - SHOULD: Experience working with System Integration teams - SHOULD: Professional experience writing Android applications - SHOULD: Experience developing Android applications with Modern App Architecture - SHOULD: Experience developing Android application with Jetpack Compose - SHOULD: Previous experience working as part of an Agile team - SHOULD: Excellent Problem-Solving and Communication Skills. - SHOULD: Strong Documentation Writing skills. - SHOULD: Basic understanding of Networking and Secure Systems. The Team For this role you will work within a large project (approx. 50 people). Across there project there is large range of skill sets including Software Engineers, Test Engineers, Infrastructure Engineers and Product Owners. This projects includes a number of smaller agile development teams (approx. 4-8 people). This role will also involve the individual working closely with external engineering teams.",95,"The CV matches the job description well, showcasing experience in software development, stakeholder engagement, Android applications, and working in multidisciplinary teams. The candidate also has experience with modern programming languages, MLOps frameworks, and has a strong academic background in Data Science."
